Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),100,Bulgaria,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),100,Bulgaria,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),100,Bulgaria,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),100,Bulgaria,2015,41.6,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),104,Myanmar,2000,5.8,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),104,Myanmar,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),104,Myanmar,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),104,Myanmar,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),108,Burundi,2000,10.5,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),108,Burundi,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),108,Burundi,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),108,Burundi,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),112,Belarus,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),112,Belarus,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),112,Belarus,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),112,Belarus,2015,4.8,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),116,Cambodia,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),116,Cambodia,2005,1,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),116,Cambodia,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),116,Cambodia,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),120,Cameroon,2000,1.4,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),120,Cameroon,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),120,Cameroon,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),120,Cameroon,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),124,Canada,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),124,Canada,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),124,Canada,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),124,Canada,2015,3.6,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),132,Cabo Verde,2000,9,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),132,Cabo Verde,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),132,Cabo Verde,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),132,Cabo Verde,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),136,Cayman Islands,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),136,Cayman Islands,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),136,Cayman Islands,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),136,Cayman Islands,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),140,Central African Republic,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),140,Central African Republic,2005,0.3,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),140,Central African Republic,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),140,Central African Republic,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),144,Sri Lanka,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),144,Sri Lanka,2005,90.8,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),144,Sri Lanka,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),144,Sri Lanka,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),148,Chad,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),148,Chad,2005,4.3,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),148,Chad,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),148,Chad,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),152,Chile,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),152,Chile,2005,9,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),152,Chile,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),152,Chile,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),156,China,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),156,China,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),156,China,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),156,China,2015,43.4,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),162,Christmas Island,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),162,Christmas Island,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),162,Christmas Island,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),162,Christmas Island,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),166,Cocos (Keeling) Islands,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
